scenario_id,timestamp,road_id,u,v,key,road_type,length_m,traffic_density,vehicle_count,average_speed,free_flow_speed,congestion,congestion_level,flow_pcu_h,road_status,incident_type
sudden_congestion,2026-08-27 15:00:00,306609598_312796901_0,306609598,312796901,0,secondary,77.3,61.72,6,28.7,38.0,0.2443,low,1772.3,open,
heavy_congestion,2026-08-27 18:30:00,4180190105_4180190109_0,4180190105,4180190109,0,secondary,157.5,240.0,51,5.0,38.0,0.95,severe,1200.0,open,
peak_hour,2026-08-27 18:30:00,12832926038_11033772483_0,12832926038,11033772483,0,primary,114.5,196.58,31,11.8,45.0,0.7372,severe,2325.1,open,
heavy_congestion,2026-08-27 18:30:00,308783170_308783169_0,308783170,308783169,0,primary,32.8,190.0,8,5.0,60.0,0.95,severe,950.0,open,
peak_hour,2026-08-27 18:30:00,2855063842_2855045210_0,2855063842,2855045210,0,primary,38.4,220.0,11,7.9,45.0,0.825,severe,1732.5,open,
road_closure,2026-08-27 16:00:00,1611088860_4181144983_0,1611088860,4181144983,0,secondary,109.6,98.51,15,23.2,38.0,0.3899,moderate,2283.7,open,
road_closure,2026-08-27 16:00:00,9766654004_3618954856_0,9766654004,3618954856,0,primary,76.3,101.36,10,28.9,50.0,0.4223,moderate,2927.6,open,
road_closure,2026-08-27 16:00:00,2857325739_3598256529_0,2857325739,3598256529,0,primary,87.5,75.35,9,37.4,60.0,0.3767,moderate,2817.6,open,
normal,2026-08-27 14:00:00,6271010834_6271010830_0,6271010834,6271010830,0,secondary,45.9,64.69,4,28.3,38.0,0.2561,low,1828.8,open,
clearing,2026-08-27 21:00:00,1948662053_5499173937_0,1948662053,5499173937,0,primary,115.2,60.55,9,47.9,60.0,0.2018,low,2899.8,open,
clearing,2026-08-27 21:00:00,7532218212_7531802647_0,7532218212,7531802647,0,secondary,19.1,33.2,1,33.0,38.0,0.1314,low,1095.7,open,
normal,2026-08-27 14:00:00,3158978742_13922150189_0,3158978742,13922150189,0,secondary,234.8,32.01,10,48.0,60.0,0.2001,low,1536.5,open,
heavy_congestion,2026-08-27 18:30:00,7561314611_11524324250_0,7561314611,11524324250,0,primary,305.4,253.33,105,5.0,45.0,0.95,severe,1266.7,open,
clearing,2026-08-27 21:00:00,308944679_3612570747_0,308944679,3612570747,0,secondary,151.6,44.03,9,31.4,38.0,0.1743,low,1381.6,open,
heavy_congestion,2026-08-27 18:30:00,2240855993_2240856013_0,2240855993,2240856013,0,trunk,29.4,179.33,7,18.9,50.0,0.6227,heavy,3383.3,open,
normal,2026-08-27 14:00:00,7721833508_7721833505_0,7721833508,7721833505,0,secondary,13.6,44.25,1,31.3,38.0,0.1752,low,1387.0,open,
normal,2026-08-27 14:00:00,3614574108_4193188411_0,3614574108,4193188411,0,secondary,136.1,43.86,8,31.4,38.0,0.1736,low,1377.4,open,
road_closure,2026-08-27 16:00:00,4193145089_4193145088_0,4193145089,4193145088,0,secondary,11.2,59.05,1,34.6,50.0,0.3075,moderate,2044.4,open,
peak_hour,2026-08-27 18:30:00,2090103416_2090103661_0,2090103416,2090103661,0,secondary,74.6,194.45,20,8.8,38.0,0.7697,severe,1701.7,open,
heavy_congestion,2026-08-27 18:30:00,7419152417_571166204_0,7419152417,571166204,0,primary,24.3,253.33,8,5.0,45.0,0.95,severe,1266.7,open,
multiple_congested,2026-08-27 18:00:00,4198191820_3618954867_0,4198191820,3618954867,0,primary,16.9,157.09,4,17.3,50.0,0.6545,heavy,2713.4,open,
road_closure,2026-08-27 16:00:00,7697842619_7697842620_0,7697842619,7697842620,0,secondary,50.1,85.16,6,25.2,38.0,0.3371,moderate,2145.2,open,
road_closure,2026-08-27 16:00:00,7532303007_2898573399_0,7532303007,2898573399,0,secondary,7.8,67.24,1,27.9,38.0,0.2662,low,1875.0,open,
accident,2026-08-27 17:30:00,11946907384_11383594574_0,11946907384,11383594574,0,secondary,704.7,117.74,112,20.3,38.0,0.4661,moderate,2388.9,open,
road_closure,2026-08-27 16:00:00,3602302847_349267642_0,3602302847,349267642,0,primary,152.9,139.6,29,32.1,60.0,0.4653,moderate,4478.4,open,
sudden_congestion,2026-08-27 15:00:00,7571991434_7571991446_0,7571991434,7571991446,0,secondary,51.6,56.19,4,29.5,38.0,0.2224,low,1660.2,open,
normal,2026-08-27 14:00:00,7651438873_2432754992_0,7651438873,2432754992,0,secondary,25.3,44.71,2,31.3,38.0,0.177,low,1398.2,open,
peak_hour,2026-08-27 18:30:00,3614577182_4193299816_0,3614577182,4193299816,0,secondary,117.9,183.3,29,10.4,38.0,0.7255,severe,1911.6,open,
sudden_congestion,2026-08-27 15:00:00,7655999512_2726477257_0,7655999512,2726477257,0,secondary,72.8,40.99,4,39.3,50.0,0.2135,low,1612.0,open,
road_closure,2026-08-27 16:00:00,1692848862_1692848808_0,1692848862,1692848808,0,secondary,65.9,57.98,5,38.3,60.0,0.3624,moderate,2218.1,open,
multiple_congested,2026-08-27 18:00:00,11482142608_1320764776_0,11482142608,1320764776,0,primary,45.8,178.92,11,12.7,50.0,0.7455,severe,2276.8,open,
clearing,2026-08-27 21:00:00,7718986099_5472942872_0,7718986099,5472942872,0,secondary_link,11.4,58.29,1,23.2,28.0,0.17,low,1354.7,open,
normal,2026-08-27 14:00:00,3598328032_7537024272_0,3598328032,7537024272,0,primary,42.9,59.15,3,35.0,45.0,0.2218,low,2071.3,open,
heavy_congestion,2026-08-27 18:30:00,2723389106_2723389089_0,2723389106,2723389089,0,secondary,30.6,190.65,8,9.3,38.0,0.7546,severe,1777.5,open,
road_closure,2026-08-27 16:00:00,11947657955_7649657382_0,11947657955,7649657382,0,primary,733.5,69.17,69,39.2,60.0,0.3458,moderate,2714.8,open,
multiple_congested,2026-08-27 18:00:00,306621576_2852505730_0,306621576,2852505730,0,secondary,70.3,232.79,22,5.0,38.0,0.9215,severe,1164.0,open,
multiple_congested,2026-08-27 18:00:00,971318594_2852292393_0,971318594,2852292393,0,secondary,55.9,161.02,12,13.8,38.0,0.6374,heavy,2218.9,open,
accident,2026-08-27 17:30:00,2178294788_289927533_0,2178294788,289927533,0,trunk_link,10.6,226.91,3,15.7,35.0,0.5515,heavy,3561.8,open,
sudden_congestion,2026-08-27 15:00:00,2284186454_7655990075_0,2284186454,7655990075,0,trunk,469.6,35.21,22,51.2,60.0,0.1467,low,1802.6,open,
normal,2026-08-27 14:00:00,1692848737_1692848811_0,1692848737,1692848811,0,secondary,58.1,30.58,2,48.5,60.0,0.1911,low,1484.1,open,
clearing,2026-08-27 21:00:00,6308390052_11828160683_0,6308390052,11828160683,0,secondary,31.5,43.32,2,31.5,38.0,0.1715,low,1363.9,open,
clearing,2026-08-27 21:00:00,2781464556_2781464566_0,2781464556,2781464566,0,secondary,47.0,35.49,2,40.8,50.0,0.1849,low,1446.6,open,
accident,2026-08-27 17:30:00,289907074_3154080390_0,289907074,3154080390,0,trunk,8.7,137.92,2,25.5,60.0,0.5747,heavy,3519.7,open,
road_closure,2026-08-27 16:00:00,660550856_7576568255_0,660550856,7576568255,0,secondary,34.2,88.66,4,24.7,38.0,0.351,moderate,2186.8,open,
accident,2026-08-27 17:30:00,6390373716_2081227020_0,6390373716,2081227020,0,primary,24.0,106.66,3,28.0,60.0,0.5333,heavy,2986.7,open,
clearing,2026-08-27 21:00:00,3602307393_2959415306_0,3602307393,2959415306,0,secondary,23.8,35.62,1,32.6,38.0,0.141,low,1162.6,open,
accident,2026-08-27 17:30:00,2898573372_7535950158_0,2898573372,7535950158,0,secondary,12.3,195.03,3,8.7,38.0,0.772,severe,1689.9,open,
multiple_congested,2026-08-27 18:00:00,7840893965_7840893961_0,7840893965,7840893961,0,trunk,177.7,184.33,44,13.9,60.0,0.768,severe,2565.4,open,
peak_hour,2026-08-27 18:30:00,3547295628_2795872357_0,3547295628,2795872357,0,primary,118.7,396.55,64,5.0,40.0,0.8812,severe,1982.7,open,
multiple_congested,2026-08-27 18:00:00,10277725742_10264220065_0,10277725742,10264220065,0,primary,300.8,190.0,77,5.0,60.0,0.95,severe,950.0,open,
sudden_congestion,2026-08-27 15:00:00,4193145105_2232017920_0,4193145105,2232017920,0,secondary,72.8,41.69,4,39.1,50.0,0.2172,low,1632.0,open,
accident,2026-08-27 17:30:00,3602479550_3602479627_0,3602479550,3602479627,0,secondary,330.0,142.78,64,16.5,38.0,0.5652,heavy,2359.2,open,
clearing,2026-08-27 21:00:00,7709978599_2249698632_0,7709978599,2249698632,0,primary,80.2,26.83,3,51.9,60.0,0.1342,low,1394.1,open,
clearing,2026-08-27 21:00:00,7129724443_11524577366_0,7129724443,11524577366,0,primary,78.0,51.19,5,36.4,45.0,0.192,low,1861.3,open,
normal,2026-08-27 14:00:00,2570959434_3602301017_0,2570959434,3602301017,0,secondary,172.1,33.02,8,47.6,60.0,0.2064,low,1572.4,open,
heavy_congestion,2026-08-27 18:30:00,5134942933_7704857030_0,5134942933,7704857030,0,secondary,195.8,240.0,64,5.0,38.0,0.95,severe,1200.0,open,
accident,2026-08-27 17:30:00,10172883155_2225418949_0,10172883155,2225418949,0,secondary,7.4,84.92,1,11.7,40.0,0.7077,severe,993.0,open,
peak_hour,2026-08-27 18:30:00,3602486735_3602486721_0,3602486735,3602486721,0,secondary,10.7,179.33,3,11.0,38.0,0.7098,severe,1977.2,open,
clearing,2026-08-27 21:00:00,2782950534_2782950533_0,2782950534,2782950533,0,secondary,70.0,41.25,4,31.8,38.0,0.1633,low,1311.6,open,
peak_hour,2026-08-27 18:30:00,6308174531_6308174530_0,6308174531,6308174530,0,primary,10.4,152.37,2,14.3,60.0,0.7618,severe,2177.3,open,
sudden_congestion,2026-08-27 15:00:00,4308409821_4308409883_0,4308409821,4308409883,0,motorway_link,378.1,53.85,28,41.6,50.0,0.1683,low,2239.4,open,
normal,2026-08-27 14:00:00,2852273761_13403841002_0,2852273761,13403841002,0,secondary,5.1,46.22,0,31.0,38.0,0.183,low,1435.0,open,
peak_hour,2026-08-27 18:30:00,6308390315_6308390316_0,6308390315,6308390316,0,secondary,189.1,189.35,49,9.5,38.0,0.7495,severe,1802.3,open,
peak_hour,2026-08-27 18:30:00,2244374584_2245996053_0,2244374584,2245996053,0,secondary,40.5,154.91,8,14.7,38.0,0.6132,heavy,2277.0,open,
accident,2026-08-27 17:30:00,2180797287_2852277874_0,2180797287,2852277874,0,secondary,63.2,133.39,11,15.3,50.0,0.6947,heavy,2035.9,open,
peak_hour,2026-08-27 18:30:00,2492132654_2492132646_0,2492132654,2492132646,0,secondary,31.3,172.35,7,12.1,38.0,0.6822,heavy,2081.2,open,
heavy_congestion,2026-08-27 18:30:00,12121751856_12121751857_0,12121751856,12121751857,0,trunk_link,8.5,362.8,4,5.0,35.0,0.8818,severe,1814.0,open,
peak_hour,2026-08-27 18:30:00,1779516177_3221217088_0,1779516177,3221217088,0,primary,10.6,162.92,2,11.1,60.0,0.8146,severe,1812.1,open,
heavy_congestion,2026-08-27 18:30:00,3154074785_3154074782_0,3154074785,3154074782,0,secondary,155.3,167.73,35,12.8,38.0,0.6639,heavy,2142.0,open,
normal,2026-08-27 14:00:00,7730815347_663184748_0,7730815347,663184748,0,primary,15.8,48.65,1,45.4,60.0,0.2433,low,2209.0,open,
normal,2026-08-27 14:00:00,3602300021_11801708672_0,3602300021,11801708672,0,secondary,23.0,53.87,2,29.9,38.0,0.2132,low,1610.5,open,
sudden_congestion,2026-08-27 15:00:00,312780929_312780949_0,312780929,312780949,0,primary,50.3,35.98,2,49.2,60.0,0.1799,low,1770.3,open,
heavy_congestion,2026-08-27 18:30:00,308943018_308943017_0,308943018,308943017,0,secondary,68.3,154.57,14,14.8,38.0,0.6118,heavy,2279.9,open,
heavy_congestion,2026-08-27 18:30:00,2852225773_308527242_0,2852225773,308527242,0,secondary,39.6,182.4,10,5.0,50.0,0.95,severe,912.0,open,
normal,2026-08-27 14:00:00,3618955694_4198379529_0,3618955694,4198379529,0,secondary,256.3,52.57,18,30.1,38.0,0.2081,low,1581.9,open,
heavy_congestion,2026-08-27 18:30:00,12747595366_12747595365_0,12747595366,12747595365,0,trunk_link,11.5,266.71,4,12.3,35.0,0.6483,heavy,3283.5,open,
road_closure,2026-08-27 16:00:00,2766314946_2766314960_0,2766314946,2766314960,0,primary,124.2,83.82,14,34.9,60.0,0.4191,moderate,2921.5,open,
road_closure,2026-08-27 16:00:00,7680113169_4189287945_0,7680113169,4189287945,0,secondary,140.9,84.36,16,25.3,38.0,0.3339,moderate,2135.2,open,
accident,2026-08-27 17:30:00,1611088860_4181144983_0,1611088860,4181144983,0,secondary,109.6,188.53,28,9.6,38.0,0.7462,severe,1817.9,open,
multiple_congested,2026-08-27 18:00:00,7576786575_11572052695_0,7576786575,11572052695,0,secondary,22.6,201.21,6,7.7,38.0,0.7964,severe,1556.4,open,
peak_hour,2026-08-27 18:30:00,3167947565_5985024326_0,3167947565,5985024326,0,primary,9.5,115.17,1,25.4,60.0,0.5758,heavy,2931.0,open,
sudden_congestion,2026-08-27 15:00:00,9691241083_3598377806_0,9691241083,3598377806,0,primary,271.6,41.85,15,47.4,60.0,0.2092,low,1985.5,open,
clearing,2026-08-27 21:00:00,3791314969_306598199_0,3791314969,306598199,0,primary,111.1,30.1,5,43.7,50.0,0.1254,low,1316.2,open,
accident,2026-08-27 17:30:00,2805512492_7010525796_0,2805512492,7010525796,0,secondary,117.7,177.71,28,11.3,38.0,0.7034,severe,2002.7,open,
road_closure,2026-08-27 16:00:00,3254507101_3254507097_0,3254507101,3254507097,0,secondary,47.5,85.73,6,25.1,38.0,0.3393,moderate,2152.2,open,
normal,2026-08-27 14:00:00,571167681_4754179421_0,571167681,4754179421,0,trunk,1417.8,40.35,78,49.9,60.0,0.1681,low,2014.2,open,
heavy_congestion,2026-08-27 18:30:00,2789805440_315072787_0,2789805440,315072787,0,trunk,68.0,146.7,14,23.3,60.0,0.6113,heavy,3421.7,open,
normal,2026-08-27 14:00:00,289917153_12337109964_0,289917153,12337109964,0,trunk,25.2,44.26,2,48.9,60.0,0.1844,low,2165.7,open,
heavy_congestion,2026-08-27 18:30:00,7103825088_7103825089_0,7103825088,7103825089,0,primary_link,16.8,380.0,9,5.0,30.0,0.95,severe,1900.0,open,
heavy_congestion,2026-08-27 18:30:00,3164005657_3579908329_0,3164005657,3579908329,0,primary,100.8,253.33,35,5.0,45.0,0.95,severe,1266.7,open,
clearing,2026-08-27 21:00:00,307051204_3674000095_0,307051204,3674000095,0,secondary,138.8,28.57,5,33.7,38.0,0.1131,low,962.9,open,
heavy_congestion,2026-08-27 18:30:00,5513852581_4201903753_0,5513852581,4201903753,0,trunk,205.9,201.15,56,9.7,60.0,0.8381,severe,1953.6,open,
clearing,2026-08-27 21:00:00,2790072965_2859386565_0,2790072965,2859386565,0,secondary,16.0,44.92,1,31.2,38.0,0.1778,low,1403.5,open,
clearing,2026-08-27 21:00:00,3182362697_6149835423_0,3182362697,6149835423,0,primary,130.5,23.31,4,53.0,60.0,0.1165,low,1235.4,open,
multiple_congested,2026-08-27 18:00:00,11521715251_11521715250_0,11521715251,11521715250,0,trunk_link,12.2,347.84,6,5.4,35.0,0.8454,severe,1881.7,open,
clearing,2026-08-27 21:00:00,7115939351_3618936884_0,7115939351,3618936884,0,secondary,796.8,28.63,31,33.7,38.0,0.1133,low,964.5,open,
normal,2026-08-27 14:00:00,7687628470_3614462672_0,7687628470,3614462672,0,secondary,39.1,48.4,3,30.7,38.0,0.1916,low,1486.8,open,
normal,2026-08-27 14:00:00,12082925154_2404191183_0,12082925154,2404191183,0,trunk,78.2,34.91,4,51.3,60.0,0.1454,low,1789.7,open,
accident,2026-08-27 17:30:00,308525935_1320909491_0,308525935,1320909491,0,primary,146.0,148.3,29,15.5,60.0,0.7415,severe,2300.2,open,
multiple_congested,2026-08-27 18:00:00,3598398700_3975551083_0,3598398700,3975551083,0,secondary,348.0,177.37,84,11.3,38.0,0.7021,severe,2007.9,open,
multiple_congested,2026-08-27 18:00:00,7591407729_7591178318_0,7591407729,7591178318,0,primary,74.0,128.87,13,21.3,60.0,0.6443,heavy,2750.0,open,
multiple_congested,2026-08-27 18:00:00,2803360773_4193369509_0,2803360773,4193369509,0,secondary,61.8,162.78,14,7.6,50.0,0.8478,severe,1238.5,open,
road_closure,2026-08-27 16:00:00,7687283471_3813489778_0,7687283471,3813489778,0,secondary,368.4,89.11,44,24.6,38.0,0.3527,moderate,2191.7,open,
sudden_congestion,2026-08-27 15:00:00,3614587541_3614587422_0,3614587541,3614587422,0,secondary,58.1,66.46,5,28.0,38.0,0.2631,low,1861.0,open,
peak_hour,2026-08-27 18:30:00,308960244_7698845309_0,308960244,7698845309,0,secondary,201.9,117.3,32,16.0,60.0,0.7331,severe,1878.3,open,
heavy_congestion,2026-08-27 18:30:00,2052527506_3579903412_0,2052527506,3579903412,0,secondary,1671.0,164.13,372,13.3,38.0,0.6497,heavy,2184.9,open,
road_closure,2026-08-27 16:00:00,310445673_3180216575_0,310445673,3180216575,0,secondary,46.3,77.8,5,29.7,50.0,0.4052,moderate,2313.8,open,
accident,2026-08-27 17:30:00,3598313922_3598313961_0,3598313922,3598313961,0,secondary,3.5,117.73,1,19.3,50.0,0.6132,heavy,2277.0,open,
road_closure,2026-08-27 16:00:00,2852574337_308560708_0,2852574337,308560708,0,trunk,34.7,70.4,3,42.4,60.0,0.2933,low,2985.0,open,
sudden_congestion,2026-08-27 15:00:00,2730859740_2730859737_0,2730859740,2730859737,0,secondary,15.7,60.25,1,28.9,38.0,0.2385,low,1743.5,open,
multiple_congested,2026-08-27 18:00:00,2247752577_3649038608_0,2247752577,3649038608,0,secondary,229.3,173.58,54,11.9,38.0,0.6871,heavy,2064.0,open,
normal,2026-08-27 14:00:00,5580345261_4196528770_0,5580345261,4196528770,0,secondary,259.5,50.66,18,30.4,38.0,0.2005,low,1539.0,open,
multiple_congested,2026-08-27 18:00:00,10764957394_1054044511_0,10764957394,1054044511,0,secondary,82.0,143.97,16,16.3,38.0,0.5699,heavy,2353.1,open,
heavy_congestion,2026-08-27 18:30:00,13996867908_13996839827_0,13996867908,13996839827,0,secondary,57.5,198.95,16,8.1,38.0,0.7875,severe,1606.5,open,
road_closure,2026-08-27 16:00:00,312810290_312810264_0,312810290,312810264,0,secondary,86.4,84.24,10,25.3,38.0,0.3335,moderate,2133.7,open,
accident,2026-08-27 17:30:00,3658869117_11464687595_0,3658869117,11464687595,0,secondary,23.2,184.37,6,10.3,38.0,0.7298,severe,1893.0,open,
clearing,2026-08-27 21:00:00,1313317312_2570959381_0,1313317312,2570959381,0,secondary,176.6,27.35,7,49.7,60.0,0.171,low,1360.7,open,
normal,2026-08-27 14:00:00,2781464544_1706620068_0,2781464544,1706620068,0,secondary,28.8,46.19,2,38.0,50.0,0.2406,low,1753.9,open,
road_closure,2026-08-27 16:00:00,7712480362_2855073438_0,7712480362,2855073438,0,secondary,161.7,42.62,9,44.0,60.0,0.2664,low,1875.9,open,
accident,2026-08-27 17:30:00,7710171916_7710171915_0,7710171916,7710171915,0,secondary,62.5,158.83,13,14.1,38.0,0.6287,heavy,2241.0,open,
multiple_congested,2026-08-27 18:00:00,11521692445_11521693340_0,11521692445,11521693340,0,trunk,93.4,129.08,16,27.7,60.0,0.5378,heavy,3579.4,open,
multiple_congested,2026-08-27 18:00:00,4169678420_3602319571_0,4169678420,3602319571,0,secondary,36.6,252.58,13,6.3,30.0,0.7893,severe,1596.5,open,
road_closure,2026-08-27 16:00:00,7652489317_7419083369_0,7652489317,7419083369,0,secondary,22.4,87.99,3,24.8,38.0,0.3483,moderate,2179.1,open,
sudden_congestion,2026-08-27 15:00:00,2234287555_2234287464_0,2234287555,2234287464,0,secondary,95.9,65.23,8,28.2,38.0,0.2582,low,1838.8,open,
sudden_congestion,2026-08-27 15:00:00,9591275660_3208607399_0,9591275660,3208607399,0,primary,237.7,37.5,12,48.8,60.0,0.1875,low,1828.0,open,
road_closure,2026-08-27 16:00:00,2590217046_2590217055_0,2590217046,2590217055,0,secondary_link,10.2,105.5,1,19.4,28.0,0.3077,moderate,2045.0,open,
normal,2026-08-27 14:00:00,6151118228_12775542556_0,6151118228,12775542556,0,primary,8.5,60.55,1,47.9,60.0,0.2018,low,2899.6,open,
accident,2026-08-27 17:30:00,13584061239_13584061238_0,13584061239,13584061238,0,primary_link,13.4,294.36,5,7.9,30.0,0.7359,severe,2332.3,open,
road_closure,2026-08-27 16:00:00,12062469751_4009677207_0,12062469751,4009677207,0,trunk,660.8,65.78,59,43.6,60.0,0.2741,low,2864.9,open,
clearing,2026-08-27 21:00:00,7679973322_3550348375_0,7679973322,3550348375,0,secondary,46.2,31.24,2,33.3,38.0,0.1237,low,1040.4,open,
accident,2026-08-27 17:30:00,11568958236_1706620119_0,11568958236,1706620119,0,secondary,116.7,145.77,23,12.0,50.0,0.7592,severe,1754.9,open,
heavy_congestion,2026-08-27 18:30:00,11521715251_571349801_0,11521715251,571349801,0,trunk,252.1,150.04,51,22.5,60.0,0.6252,heavy,3374.3,open,
sudden_congestion,2026-08-27 15:00:00,1947738024_1779485067_0,1947738024,1779485067,0,trunk_link,23.6,99.82,3,26.5,35.0,0.2426,low,2646.0,open,
peak_hour,2026-08-27 18:30:00,319509814_6159192411_0,319509814,6159192411,0,primary,70.2,237.26,23,5.0,45.0,0.8897,severe,1186.3,open,
normal,2026-08-27 14:00:00,2859840949_11811623215_0,2859840949,11811623215,0,secondary,61.0,53.2,4,30.0,38.0,0.2106,low,1596.0,open,
multiple_congested,2026-08-27 18:00:00,7710171928_7710171916_0,7710171928,7710171916,0,secondary,53.6,139.25,10,17.1,38.0,0.5512,heavy,2374.9,open,
heavy_congestion,2026-08-27 18:30:00,2730860817_2730860818_0,2730860817,2730860818,0,secondary,20.2,240.0,7,5.0,38.0,0.95,severe,1200.0,open,
road_closure,2026-08-27 16:00:00,306605318_312810200_0,306605318,312810200,0,secondary,21.6,87.77,3,24.8,38.0,0.3474,moderate,2176.5,open,
peak_hour,2026-08-27 18:30:00,13399489790_308613982_0,13399489790,308613982,0,secondary,75.7,105.51,11,20.4,60.0,0.6594,heavy,2156.0,open,
road_closure,2026-08-27 16:00:00,12725591177_12725591178_0,12725591177,12725591178,0,secondary,5.8,54.85,0,39.4,60.0,0.3428,moderate,2162.7,open,
road_closure,2026-08-27 16:00:00,2854456385_2841168861_0,2854456385,2841168861,0,secondary,21.0,51.15,1,36.7,50.0,0.2664,low,1876.2,open,
normal,2026-08-27 14:00:00,6150303402_3550387894_0,6150303402,3550387894,0,trunk,261.5,35.38,13,51.2,60.0,0.1474,low,1810.0,open,
multiple_congested,2026-08-27 18:00:00,5998182246_5985024306_0,5998182246,5985024306,0,primary,19.1,173.49,4,8.0,60.0,0.8675,severe,1379.7,open,
accident,2026-08-27 17:30:00,11801392518_11801392517_0,11801392518,11801392517,0,trunk_link,9.0,212.67,3,16.9,35.0,0.5169,heavy,3595.9,open,
peak_hour,2026-08-27 18:30:00,4208518869_3618951050_0,4208518869,3618951050,0,secondary,105.5,149.77,21,15.5,38.0,0.5929,heavy,2317.2,open,
accident,2026-08-27 17:30:00,7682662053_7682662016_0,7682662053,7682662016,0,secondary,9.2,109.39,1,19.0,60.0,0.6837,heavy,2076.0,open,
clearing,2026-08-27 21:00:00,2244119463_306609445_0,2244119463,306609445,0,primary,77.9,47.52,5,40.1,50.0,0.198,low,1905.5,open,
normal,2026-08-27 14:00:00,571173667_7568427019_0,571173667,7568427019,0,secondary,433.5,42.63,25,31.6,38.0,0.1687,low,1346.5,open,
